ean,name,price,quantity
7367101587,Decorative Throw Blanket,39.99,82
9036622867,Pineapple Coconut Rice Mix,3.99,27
1991100175,Balsamic Vinegar,4.99,34
4591891887,Sea Salt Tortilla Chips,2.49,30
5875011475,Indoor Plants,19.99,27
9604397036,Miso Dressing,3.49,13
4624875346,Microwave Popcorn Maker,19.99,34
8019322256,Peach Slices in Syrup,2.59,4
6126248724,Wireless Charging Station,39.99,53
2829038703,Athletic Sports Bra,24.99,50
6331574514,Floral Wrap Top,49.99,48
3363004052,Yoga Blocks,29.99,52
3353419446,Outdoor Camping Hammock,29.99,54
4498889827,Asian Stir-Fry Vegetables,2.99,50
2375266285,Oats,3.29,17
0951806955,Adjustable Stand for Tablets and Smartphones,19.99,19
4459268051,Kale Salad with Lemon Dressing,4.99,48
0666109923,Computer Monitor Stand,29.99,12
8508323638,Set of Silicone Cooking Utensils,29.99,6
9048824346,Hummus Trio Pack,5.49,1
5274371752,Smartwatch,199.99,49
4812027683,Peanut Butter Filled Pretzels,3.99,63
2368780807,Cacao Nibs,6.49,9
9728821751,Honey Sesame Chicken Mix,8.99,89
9478519263,Trainers with Mesh Inserts,69.99,37
2849877174,Travel Beach Blanket,29.99,9
2944759760,Pesto Pasta Salad,4.99,17
2696250766,Lentil Soup (canned),1.99,78
3309618439,Coconut Macaroons,4.99,55
6497738975,Electric Toothbrush,49.95,63
2356710094,Dried Fruit Medley,5.49,3
2517701180,Pepperoni Pizza Roll-Ups,5.99,91
3748938667,Potato Wedge Seasoning,2.49,87
9750361075,Cheesy Cauliflower Bake,5.49,37
3846041998,LED Makeup Mirror,39.99,35
5105969863,LED Desk Lamp,35,6
8365855771,LED Strip Lights with Remote Control,29.99,80
1416898336,Foam Muscle Roller,24.99,94
6152117380,Adjustable Standing Desk,299.99,55
2031598058,Portable Folding Picnic Table,69.99,84
5079909110,Smartphone Stand,15.49,82
5324520659,Vegetable Curry,5.99,94
3684054127,Mediterranean Chickpea Bowl,6.49,66
9336779923,Adjustable Yoga Mat Strap,14.99,86
0632219262,Electric Heat Press Machine,99.99,24
2501379403,Bicycle Lock,29.99,1
8630539496,Frozen Broccoli,2.49,72
0427713463,Crispy Chickpeas,2.99,5
5510600543,Italian Meatballs,8.49,92
9203849068,Microfiber Cleaning Cloth Set,9.99,52
0446278149,Carrot Ginger Soup,4.29,9
9840281844,Adjustable Pet Grooming Table,109.99,63
9439967129,Tea Set with Infuser,34.99,50
7583700272,Dog Training Collar,39.99,100
2161556665,Mango Sticky Rice Dessert,4.5,87
0564623822,Thai Coconut Curry Sauce,3.99,81
1908542268,Reusable Produce Bags Set,14.99,27
8771298045,Roasted Red Pepper Hummus,3.49,68
1383753628,Garden Hose,32.99,25
0872701859,Compact Umbrella,12.99,1
6487450006,Lemon Herb Grilled Chicken,9.99,77
3362902774,Roasted Red Pepper Dip,3.29,10
7376774114,Decorative Wall Tapestry,34.99,61
5036313232,Sesame Seeds,1.99,43
2000331866,Beet Salad,3.99,6
2985340187,Chocolate Mint Protein Shake,3.99,6
2709253402,LED Desk Lamp,35,90
3931984990,Mesh Laundry Bags Set,12.99,20
5286067972,Cranberry Orange Juice,2.49,58
6730940530,Protein Powder,44.99,71
6032356914,Chocolate Avocado Pudding,4.99,27
2858617228,Organic Quinoa,4.29,53
4137081913,Pine Nuts,7.99,68
6149366022,Spice Rack,39.99,17
0798281111,Tailgating Set,89.99,15
6170743263,Vegan Chickpea Salad,3.99,69
2070803007,Roasted Garlic,4.29,78
9118752861,Set of Silicone Cooking Utensils,29.99,19
0332641627,Surimi Crab Sticks,4.19,37
3801587746,Peach Mango Smoothie Mix,5.99,19
9805376370,Fashionable Fanny Pack,24.99,78
9285035620,Whole Grain Mustard,3.49,19
6324263509,Dishwasher Safe Cutting Board,22.99,46
0188715762,Pet Safety Harness,24.99,21
8556513018,Pet Hair Removal Brush,14.99,89
9780676317,Vegan Caesar Dressing,3.99,7
9917516522,Sesame Garlic Noodles,3.49,37
5075995470,Garlic Herb Cream Cheese,2.99,11
7033484291,Eco-Friendly Stainless Steel Straws,12.99,67
4414531497,Organic Whole Grain Oats,2.49,10
7305344990,Rice Cakes,2.29,18
5594027521,Garlic Butter Sauce,3.59,29
2534824708,Cranberry Lime Sparkling Water,1.5,36
9198077309,Eco-Friendly Beeswax Wraps,14.99,10
7448806297,Air Purifier,129.99,31
3601098784,Balsamic Salad Dressing,2.99,5
9642549409,Free-Range Eggs,3.99,2
8154149893,Peanut Butter Protein Balls,5.29,7
8105791641,Italian Marinara Sauce,3.29,51
4711561145,Chicken Parmesan Dinner Kit,14.99,5
9849431857,Non-Stick Baking Sheet,18.99,51
5580785518,Oven Mitts,15.99,80
0416567533,Photo Album,24.99,39
5901702239,Weighted Blanket for Adults,59.99,40
3536046924,LED Strip Lights with Remote Control,29.99,12
4254075634,Premium Flashlight,19.99,12
4204631428,Dog Training Whistle,8.99,79
1987525469,Ricotta Cheese,4.99,73
0113828594,Fashionable Fanny Pack,24.99,80
2297476582,Wireless Earbud Silicone Covers,9.99,66
9077287590,Sliced Bell Peppers,3.99,84
5585599267,Organic Coconut Yogurt,4.49,20
2277380784,Cranberry Lime Sparkling Water,1.5,16
1107179327,Pineapple Chunks (canned),2.29,19
9346704624,Vintage Graphic Tee,25.99,23
5321412642,Almond Coconut Granola,3.99,40
4876379076,Wrap Jumpsuit,54.99,53
5717297181,Pumpkin Seeds,2.79,18
1105088839,Cocoa Powder,3.99,36
0755306953,Winter Knit Beanie,14.99,90
1482851911,Baked Potato Chips,2.49,39
8694606976,Personalized Cutting Board,34.99,63
0970732740,Cinnamon Ice Cream,4.99,52
6068502279,Chocolate Chip Cliff Bars,2.49,27
6177720269,Travel Jewelry Organizer,19.99,7
7053838781,Outdoor Sports Backpack,49.99,50
6513645360,Mint Chocolate Chip Ice Cream,4.99,62
5817436558,Juice Extractor,99.99,19
4114001247,Outdoor Sports Backpack,49.99,63
0352567481,Chickpea Salad Deluxe,4.29,96
1926455843,Sesame Garlic Noodles,3.49,34
5569117628,Poppy Seed Dressing,3.49,35
1454958650,Portable Speakers,69.99,38
2735129829,Silicone Cooking Utensils Set,34.99,48
8262003330,Cinnamon Ice Cream,4.99,39
1176361058,Smartphone Tripod with Remote,29.99,84
0988224194,Basil Pesto Pasta,6.49,7
8537381802,Magnetic Puzzle Board,24.99,98
4601235138,Asian Noodle Salad Kit,4.99,73
3497803413,Harvest Grain Salad,5.49,9
5256399497,Garlic Naan Bread,3.99,84
3099443484,Sweet Cherry Tomatoes,2.99,61
8236840158,Canvas High-Top Sneakers,49.99,36
4472168111,Vegetarian Stir Fry Sauce,2.49,59
3722008557,Magnetic Puzzle Board,24.99,29
1883646898,Gluten-Free Brownies,4.99,99
6679945720,Red Lentils,1.99,16
6543350644,Vegan Mayonnaise,4.49,39
6306383018,Sweet Potato Chips,2.99,86
6545229044,Compact Portable Grill,79.99,12
2818968720,Chilli Lime Corn on the Cob,1.99,3
3862720837,Pumpkin Spice Coffee,7.99,53
3198285232,Stainless Steel Water Pitcher,39.99,67
9624375283,Basmati Rice,5.79,76
4283409294,Almond Quinoa Salad,5.99,32
0706555015,Almond Butter Granola Bars,4.99,14
1509471049,Herbed Chicken Breast,7.99,99
7160484533,Outdoor Portable Fire Pit,149.99,65
0137687176,LED Desk Lamp with USB Charging,39.99,9
5329554594,Electric Fondue Pot,39.99,75
9402051376,Maple Cinnamon Granola,4.29,38
7583792665,Instant Read Meat Thermometer,24.99,18
4051326063,Active Racerback Tank,24.99,3
3173571673,Interactive Robot Toy,34.99,18
0133130916,Mini Fondue Set,34.99,78
0911257845,Honey Roasted Almonds,4.99,76
7936868771,Foldable Yoga Mat,29.99,79
7369181626,Quinoa & Black Bean Salad,7.49,77
3508184234,Casual Long Cardigan,45.99,4
6709063127,Smartphone Tripod,29.99,44
4593114373,Wireless Charger,24.99,65
4864023913,Portable Bluetooth Headphones,79.99,45
1194741983,Electric Heat Pad,24.99,56
4688631006,Stainless Steel Grater,14.99,15
1893826627,Portable Dog Water Bottle,18.99,29
8136077576,Garden Hose,32.99,6
1329403711,Chocolate Coconut Granola,3.79,10
6290201115,Personalized Cutting Board,34.99,39
3879022771,Mushrooms,2.99,90
3491868157,Cheddar & Bacon Potato Skins,7.49,73
5253205764,Silicone Baking Mat Set,24.99,42
1386793388,Spaghetti Squash,3.99,73
2064816909,Basil Lemonade,2.99,64
0125953887,Cinnamon Sugar Popcorn,2.89,89
1348813229,Granola,4.79,9
5480393413,Portable Water Filter,29.99,78
8415563922,Electric Stir Fry Pan,49.99,17
4322164285,Classic Cheesecake Mix,4.99,8
4246725811,Zesty Garlic Marinade,4.49,90
6864213749,Cheddar Cheese Crackers,2.29,92
0682924970,Vanilla Protein Powder,24.99,30
7755916987,Golf Polo Shirt,39.99,75
7104223150,Avocado Lime Dressing,4.29,86
7924752625,Chilli Lime Corn on the Cob,1.99,62
4747971319,Almond Flour Biscuits,6.49,74
0657230081,Motion Sensor Light,19.99,13
7998893133,Almond Butter Cookies,4.49,58
6097715994,Pork Chops,9.49,53
2598928555,Professional Chef Knife,89.99,59
0984757627,Beef Stroganoff Meal Kit,12.99,13
6500782224,Adjustable Laptop Desk,59.99,80
8261113426,Backpack,49.99,28
9201521758,Poppy Seed Dressing,3.49,24
7045577400,Stylish Combat Boots,99.99,49
9122847073,Blue Corn Tortilla Chips,3.49,70
4376893161,Avocado Oil,8.49,17
2091770116,Wireless Car Charger,24.99,18
2932510568,Travel Pillow,22.99,39
3367605808,Brownie Bites,4.99,44
9223003547,Teriyaki Chicken Skewers,8.99,96
6483849753,Children's Gardening Set,19.99,40
9282997103,Smartphone Holder for Car,14.99,32
7161801605,Cinnamon Ice Cream,4.99,30
1581570864,Miso Dressing,3.49,1
7365539704,Mango Sticky Rice Dessert,4.5,29
1034021729,Luxury Bath Salts,19.99,64
0378070525,Veggie Lovers Pizza,8.99,23
5269007509,Vegetable Curry,5.99,48
3893074635,Buffalo Style Cauliflower Bites,5.49,57
5541275636,Stylish Wireless Earbuds,59.99,27
0230622135,Mediterranean Flatbread,3.5,19
8774401874,Trendy Bomber Jacket,69.99,46
8114054301,Banana Peanut Butter Smoothie,5.49,92
0516981161,Organic Whole Grain Oats,2.49,51
4717178793,Surimi Crab Sticks,4.19,25
5227727902,Pet Safety Belt for Car,14.99,31
2605254690,Chocolate Syrup,2.99,82
7329111201,Crispy Tofu Bites,4.99,8
9356763364,LED Desk Light,34.99,72
0022809945,Honey BBQ Ribs,12.99,27
0860460959,Natural Soy Candles,19.99,27
1208963015,Multi-Purpose Scissors,8.99,15
3990855093,Kids' Trampoline,139.99,95
6597318110,Vegetarian Sausage Links,5.89,72
6511724786,Electric Food Steamer,59.99,12
1589531345,Magic Color-Changing Mug,14.99,81
3449710354,Portable Hammock Swing,59.99,60
1230289410,Sculpting Kit,25.99,91
2457623790,Organic Almond Flour,6.99,12
1967418187,Wall Calendar,17.99,83
9015243107,Granulated Sugar,2.49,30
5751992334,Kale Caesar Salad Kit,5.99,33
1062850874,Kids' Learning Tablet,129.99,47
3168348716,V-Neck Sweater,49.99,18
4811555619,Adjustable Stand for Tablets and Smartphones,19.99,57
0339409452,Backpacking Tent,109.99,34
2096447429,Jump Rope with Counter,12.99,62
2707432210,Honey Almond Granola Bars,3.99,34
1766028810,Sriracha Chili Sauce,2.79,9
1162524871,Knitted Infinity Scarf,29.99,60
1237858976,Plaid Flannel Shirt,29.99,70
2657621678,Pistachios,6.99,44
4223496212,Baby Monitor,79.99,77
6409738803,Indestructible Dog Toy,15.99,56
1799520161,Garden Hose,32.99,58
7393445816,Robot Vacuum Cleaner,299.99,62
0309585155,Self-Stirring Mug,19.99,12
2729612424,Teriyaki Tofu Stir-Fry,7.49,55
6474647264,Bamboo Cutting Board Set,34.99,15
4942798310,Savory Oats,2.49,27
8108390680,Sliced Strawberries,4.99,54
7513282048,Barbecue Chicken Pizza,8.99,74
9094172380,Almond Joy Munch Bars,1.39,41
9015198624,Oversized Denim Shirt,49.99,17
9480218941,Dog Car Seat Cover,39.99,90
4901977717,Savory Pumpkin Soup,3.89,86
7436334115,BBQ Jackfruit,4.29,94
1836253761,Maple Bacon Jerky,6.99,56
5151082183,Sliced Olives,1.99,8
4888206708,Spicy Roasted Nuts,4.99,17
1498603459,Italian Herb Balsamic Marinade,3.99,46
8886852630,Spicy Tuna Rolls,6.49,47
3393101145,Oven-Baked Chicken Tenders,6.99,10
5920012757,Sliced Cucumbers,1.29,74
2906281875,Honey Mustard Pretzel Bites,3.99,9
2477826409,Coconut Curry Lentil Soup,3.99,88
5122584095,Pear and Gorgonzola Salad,5.49,48
4980439810,Buffalo Style Cauliflower Bites,5.49,15
4663667430,Kale Chips,3.99,4
2059621275,Laptop Sleeve,24.99,51
5018724765,Cajun Seasoning,1.99,46
4418841911,Cocktail Shaker Set,29.99,81
1720294909,Almond Coconut Granola,3.99,51
9222502051,Ricotta Cheese,4.99,84
6139071704,Marinara Sauce,3.49,13
9305768180,Sliced Turkey Breast,5.49,73
0303124334,Mini Hand Gesture Drone,29.99,58
6389548168,Classic Caesar Salad Kit,4.99,68
8296683989,Potting Soil,15.99,30
1980486050,High-Pressure Handheld Shower Head,39.99,34
9728752261,Gaming Mousepad,19.99,63
6499590673,Pesto Genovese,6.49,91
3884720120,Stainless Steel BBQ Grill Set,49.99,29
0259784958,Electric Skillet,49.99,2
3303886601,Tailored Blazer,99.99,7
7996565643,Adjustable Kneeling Pad,18.99,78
2230858556,Baked Falafel Balls,5.99,82
2416985078,Pumpkin Pie Spice,2.99,31
4648371151,Cheesy Cauliflower Bake,5.49,78
8914058093,Mixed Nuts,5.99,8
5359090782,Chocolate Chip Pancake Mix,3.99,15
6524527232,Trail Mix (Deluxe),4.59,12
4108114876,Overnight Duffle Bag,34.99,93
3925397590,Raspberry Tart,5.49,83
7916308525,Board Game Storage,19.99,97
4105815113,Thai Basil Fried Rice,5.99,12
0550264310,Curried Lentil Salad,4.29,76
8972733172,Portable Dog Water Bottle,18.99,1
4441558244,Vanilla Ice Cream,4.99,23
0579983315,Beef Chili,4.5,66
9304355672,Mint Chocolate Chip Ice Cream,4.99,56
3662428091,Chicken Breasts,9.99,57
7279007929,Vegetarian Stir Fry Sauce,2.49,32
0892425822,Multi-Purpose Scissors,8.99,97
4040313593,Honey Nut Cheerios,4.29,23
6900756425,Men's Waterproof Hiking Boots,89.99,98
0000196983,Avocado Oil,8.49,81
5015498888,Pet Water Bottle,18.99,7
0765834200,Vegetable Broth,2.29,57
7181736450,Skincare Fridge,39.99,26
9789074565,Foot Spa Bath Massager,59.99,32
8495884100,Face Mask Set,19.99,75
6111049526,Dark Chocolate Covered Almonds,7.19,58
9509438219,Almond Butter Cookies,4.49,23
8580244862,Cocktail Shaker Set,29.99,10
5755699097,Running Shorts,34.99,38
8745800308,Peach Slices in Syrup,2.59,14
3249271454,Cheesy Broccoli Soup Mix,2.99,82
4246018384,Beef Sirloin Steak,15.99,41
1705957064,Sourdough Bread,4.99,29
2153693721,Wall-Mounted Spice Rack,39.99,19
1743932693,Coffee Grinder,39.99,43
5234578658,Body Pillow Case,14.99,60
5115038374,Luxe Velvet Blazer,89.99,4
0286359146,Coloring Books for Adults,14.99,8
6597825438,Portable Phone Mug Holder,14.99,87
4555116755,Cranberry Pecan Granola,3.99,64
3306023035,Electric Fondue Pot,39.99,12
0251711781,Peanut Butter Protein Balls,5.29,43
1848220200,Wall-Mounted Spice Rack,39.99,76
1087391911,Kids' Building Blocks,19.99,93
3399694857,Honey Nut Cheerios,4.29,24
6605833368,Kale Salad Kit,4.99,25
8305104605,Italian Herbal Seasoning,1.99,91
4085533428,Breathable Face Mask Set,14.99,44
4387046058,Digital Photo Frame,79.99,12
4061155873,Garlic Herb Marinade,3.29,58
5315068161,Smartphone Camera Lens Kit,19.99,66
3898378624,Cabbage,1.29,17
5512161075,Honey Nut Cheerios,4.29,59
6628144410,Organic Italian Seasoning,2.99,71
9699533579,Almond Milk,3.29,53
8801857829,Mini Pretzels,2.99,79
3600455818,Pumpkin Waffles,4.49,47
3113123860,Wireless Gaming Headset,89.99,92
3917830213,Smartphone Tripod with Remote,29.99,8
4555948521,Mashed Sweet Potatoes,3.99,88
3077427370,Pet Tracking Collar,59.99,25
5875387823,Spiralizer,22.99,16
1723260967,Maple Pecan Oatmeal Cookies,3.99,99
6532268038,Ice Cream Scoop,12.99,26
1333565291,Chipotle Seasoning Blend,2.49,49
8304716240,Pet Travel Bed,26.99,44
2052090509,Classic Black Dress,79.99,33
2828417727,Deep Tissue Massage Gun,89.99,87
3010733062,Cinnamon Rolls,4.49,64
0554863081,Smart Water Bottle,39.99,28
1708376771,Cinnamon Spiced Almonds,5.99,57
7114844166,Zucchini Noodles,3.99,36
0030325951,Ceramic Cookware Set,179.99,89
1216748144,Casual Sneakers,39.99,72
6284450249,Herb Seasoned Couscous,2.49,61
6932016621,Spicy Tuna Rolls,6.49,97
4502705802,Two-Tone Windbreaker,59.99,9
8249925297,BBQ Lentil Chips,3.49,90
2711046257,Canned Coconut Milk,1.89,69
0410271667,Coconut Cream Pie Yogurt,1.99,61
1518284132,Mini Cordless Vacuum Cleaner,45.99,27
9867422988,Travel Hair Straightener,29.99,49
